Delta;Theta;Alpha_low;Alpha_high;Beta_low;Beta_high;Gamma_low;Gamma_high;Attention;Meditation;BlinkStrength;Flag
154710;29872;3751;11265;6627;6646;2996;1014;42;54;-1;1
570120;78358;28480;25096;23880;7686;4487;2783;27;69;19;1
46614;21376;4274;5200;4294;2568;2611;2381;42;60;7;1
494764;45773;19004;13090;9007;11601;11491;5297;56;69;-1;0
36487;11755;5201;9143;5793;3904;2002;1136;62;70;5;1
246690;36622;22749;11028;11904;5820;4429;2071;49;80;-1;0
173692;29899;16414;17069;11072;5575;4704;2680;49;67;20;1
129417;32473;18442;6215;10854;9967;7219;4497;71;59;-1;1
135795;56638;15774;16367;7701;6817;6840;2653;45;65;31;0
827892;72095;25910;13948;12099;9327;11130;7618;66;68;15;0
25484;12222;7669;7519;2892;2191;2312;1108;66;71;-1;1
825295;84847;42242;19663;30654;22462;8959;3689;42;69;19;1
61646;32755;7915;3923;3136;4266;4216;1423;68;46;7;0
648200;54282;15004;22429;10155;7820;8253;5447;33;69;10;1
379110;40085;17108;13416;12880;17938;16915;4423;77;56;20;0
8357;9255;4432;4607;5360;6723;2667;2622;88;50;-1;0
920466;76009;24245;28067;22553;8198;5267;1981;28;75;5;1
85128;15422;10792;6128;4982;2472;2154;927;38;82;7;0
42529;27085;7998;8298;3836;5110;1958;1109;59;47;19;1
275541;62475;7248;7164;4470;5077;1455;825;33;23;16;0
412399;30536;11177;5960;4696;4052;5141;1560;64;77;15;0
247260;29936;10927;11324;7583;5817;3653;2078;45;72;-1;0
273308;37999;22278;21944;13738;6221;5181;3351;51;72;-1;1
357422;37806;9228;9272;5315;3337;2216;1337;41;69;51;1
833226;183137;56343;30354;20554;25182;23722;14146;33;55;47;1
249895;36124;5963;7485;4559;6094;3197;2208;62;27;32;0
215860;54068;12894;10778;23432;14380;8470;3514;49;59;10;0
50841;13226;5272;5191;7570;2592;1628;2023;54;45;11;1
138185;32317;8416;7282;3879;6064;5335;2599;58;74;-1;1
1037752;83842;26586;13615;9529;9945;7394;4018;27;33;21;1
15372;12604;2046;4386;4052;3814;1942;980;64;67;-1;1
65369;32651;4629;4624;5552;4079;1527;1045;70;53;15;1
47596;30292;13925;3859;4109;6362;4470;2037;64;60;-1;1
83686;17052;9868;4898;5585;4452;2904;2161;62;62;6;1
438089;63531;13780;9132;5633;12526;8853;6585;47;44;9;0
183606;24674;19450;18132;5914;4142;3491;1791;54;76;-1;0
326605;20680;10480;7608;4624;6008;2738;2042;20;24;-1;1
21720;15279;3929;4840;5109;5954;2608;1788;92;62;-1;0
58246;8940;4697;3662;3423;2828;1944;657;49;91;-1;1
479951;86395;9647;9700;7801;6063;4020;1928;56;53;36;0
336688;104238;39556;31174;27175;19456;24734;8478;55;75;-1;1
315882;36953;14754;17618;6451;6469;5130;1413;41;64;-1;0
834652;197271;34883;44902;21842;15521;12331;4117;50;63;41;1
117722;29569;8606;3703;4186;6505;3180;1725;48;57;-1;1
670952;80504;7979;8307;16294;10136;4878;1408;50;40;23;1
63328;25232;8164;9928;4656;4087;2010;1016;73;60;17;1
65429;30955;18339;12050;11178;11327;7199;4637;79;90;-1;1
621267;45780;8880;10466;6958;12995;9874;7366;44;36;-1;1
84149;20456;8334;15348;5935;5005;1901;598;39;67;15;1
136030;35623;7292;8268;10708;13710;15857;7124;69;50;-1;0
49139;28787;15096;11476;6384;6060;2902;1908;50;58;-1;0
33309;14482;7482;9420;5320;7672;3563;1234;64;80;10;1
65577;39444;20869;8454;10180;9107;4798;4033;78;97;-1;1
916977;105666;14001;21395;17764;10244;4366;1784;33;36;-1;0
282307;27507;9137;11108;4264;2898;1368;697;29;57;-1;0
38288;28410;2883;8777;4154;3731;1230;1287;63;38;-1;1
265767;23829;18309;18514;8335;8680;5528;3527;69;99;-1;1
162530;33533;5836;8256;5609;4980;4536;1459;46;69;-1;1
621269;77751;7220;12135;6706;5774;1906;1659;26;46;12;0
275411;51547;21388;13074;8730;7755;7629;3450;44;56;-1;1
500901;83418;31219;13134;16160;9949;5248;1884;52;61;10;1
49711;22513;14596;7802;6757;3699;3719;1870;39;69;-1;0
837968;80163;37838;14696;20973;10671;5727;3933;42;63;20;1
65842;19756;3733;2828;2590;2907;2349;1343;44;65;-1;1
127415;34289;12646;17300;6820;8421;3457;1330;72;86;6;1
343382;64169;17005;6059;2743;4424;4711;2194;19;31;35;0
58867;10240;5565;3970;5709;2594;2768;1396;33;68;-1;1
245924;44335;17113;12999;9361;8714;4935;2998;59;66;10;1
398256;446773;72569;84045;18695;38806;46088;20483;52;61;34;1
264159;35707;5295;15722;8835;6366;10232;6798;58;65;-1;0
129325;20935;16141;9070;7293;6521;2576;1583;68;53;9;1
788393;74758;20728;17315;10235;11558;4048;2198;38;63;29;1
1279226;280705;23385;42299;60814;41298;30263;21447;51;44;45;1
61656;38780;7958;5604;14493;6152;9083;3528;62;44;5;0
781107;78394;16884;28657;30336;7720;2127;2543;35;70;-1;0
311390;57771;10186;15838;9917;5027;4289;1900;53;51;-1;0
220057;36305;6876;3128;3205;1971;1018;829;27;60;-1;1
202734;31587;6285;3981;5981;6793;3176;1657;56;54;6;0
594548;54869;11247;9778;5568;6990;1532;1699;50;38;32;1
268045;84752;13310;14722;11370;9722;7697;8755;33;40;16;0
27896;10564;7281;5929;3251;1969;2073;1039;58;76;-1;1
28707;23431;7302;6994;6088;3888;2153;1189;67;52;24;1
475225;45921;12462;7411;6168;7447;5689;3669;24;16;11;0
99904;33072;8520;6255;4999;7773;7128;3858;42;47;-1;0
16877;13134;6251;10688;8610;4144;2021;1444;58;57;-1;1
407497;28022;9826;10000;12996;6872;9365;4781;57;80;-1;0
76705;37079;5923;4134;4927;3630;2225;1423;51;58;27;0
283882;36599;17210;10587;7419;7380;3298;1938;42;43;15;1
139220;46976;8595;17724;4840;6575;2061;1274;76;48;28;1
1409428;336150;85070;40596;29085;35457;14326;4696;32;51;57;1
171869;18732;4390;13913;5862;4282;3099;1408;61;65;-1;0
984479;78075;52069;39382;21788;19486;8253;4567;32;50;42;1
125420;31591;8122;9052;8216;3410;1696;1356;43;39;26;1
29369;25206;8254;7112;5490;3178;4674;2365;23;73;10;1
147514;28271;10983;10402;11983;13020;12077;4808;72;79;-1;0
428871;63730;9589;13233;8163;5701;3512;2708;49;55;21;1
929427;100445;36983;24880;22021;11781;10251;3526;40;60;20;1
116914;83648;11586;13695;10966;5425;5613;2785;47;83;-1;1
814729;152356;50282;29346;20150;20721;21630;11950;38;58;48;1
677320;84276;22292;8733;9621;6392;3422;1783;27;63;15;1
267603;61316;14618;6694;8715;11000;6313;3524;72;48;-1;0
343245;38260;5451;7639;4341;5829;3203;1350;35;64;44;1
249332;131632;22388;8170;12014;6517;4188;1421;22;36;-1;1
939423;128190;9180;14492;12988;12938;8292;4495;35;57;54;1
1344564;122192;21481;20472;23422;9047;9551;3822;29;77;12;1
68129;38992;9652;5227;5146;4894;2656;1707;41;61;-1;1
13987;18640;1841;5627;3989;4536;1593;1951;93;39;18;1
415347;100407;16112;9080;11061;10681;12539;5854;59;40;-1;0
30564;25130;5637;7239;4968;4811;1822;1389;67;52;-1;1
80626;21788;6224;3492;5125;7319;3647;2164;81;50;-1;0
148403;72534;7030;15206;7139;7038;5565;2934;46;61;31;0
116219;33523;10934;12834;8720;9805;4637;2801;76;67;31;1
938519;56339;14326;22524;15533;20719;9185;2207;38;40;21;1
20944;20056;9831;6709;8598;6729;6152;2861;67;79;-1;1
192240;31649;14983;7706;8424;9686;8562;4207;73;84;-1;0
22911;23097;7758;3967;3539;5265;3459;2003;64;60;-1;1
14712;21638;4689;6759;5667;3787;2272;1602;48;77;-1;0
190676;49492;20589;14553;9715;9242;4898;2884;68;85;20;1
284565;59846;11297;11201;16619;8526;9606;3806;62;53;29;1
404919;56605;11810;12201;3603;5634;4240;2881;57;46;30;0
78763;24338;3347;6325;5600;4794;4846;1597;68;52;-1;0
189275;18377;5181;9348;4536;3237;2336;716;55;84;7;1
181387;69584;35745;16348;10282;17636;6291;3407;43;74;9;1
170725;80912;9341;8293;6811;4375;1858;963;44;38;22;1
14209;19257;4573;7235;8414;8765;8001;4428;80;66;-1;0
44907;23565;6079;4828;2988;2156;960;881;40;61;10;1
16720;18071;3390;2348;6638;4230;3752;1156;66;49;-1;1
173569;31683;4285;7614;6306;4770;3207;1783;55;61;25;1
62118;6188;3088;1438;3342;3874;1892;742;88;45;-1;0
145785;24631;7405;7648;5022;4596;3921;1569;56;71;21;1
5941;8423;3374;5724;2017;1650;992;434;42;71;-1;0
253117;52647;5526;23839;18273;11255;6458;2875;55;62;8;1
117542;44470;7948;5455;6436;7854;8762;5248;48;48;10;0
401765;84698;67601;8689;18364;15862;14801;4546;40;66;25;1
374030;46849;7980;10733;7365;6338;3117;3063;42;63;-1;1
825270;321332;33410;19427;19891;17178;12110;11347;41;61;25;1
40932;30811;15505;8302;6923;5483;2534;953;60;50;6;1
72174;40535;3575;9267;5693;3862;1788;1103;55;39;-1;1
38056;50642;8701;12904;13822;6342;4401;2804;55;66;13;0
16553;12221;6100;6429;5697;4434;1230;1209;70;52;-1;1
234215;64017;13450;7461;4459;2997;3197;2069;52;68;28;1
90231;21051;1855;2273;1721;1797;1301;449;72;50;12;1
190112;71445;3891;7985;3532;4292;3391;907;60;45;9;1
118994;31475;6996;5363;8127;13472;5974;5169;85;53;-1;0
248495;33563;6745;7185;5562;9735;6888;2676;90;45;16;0
16087;10407;3399;5932;3492;1579;814;556;47;57;-1;0
59364;58262;3924;10520;6050;2431;1751;2363;38;39;6;1
68888;47771;19321;11937;8743;6043;2594;1189;38;52;-1;0
1173597;119514;48610;28858;46112;35368;4591;2862;35;64;-1;1
293124;39913;10934;15239;8516;5829;5216;2518;41;69;-1;1
292788;41602;7489;6604;9153;4897;4290;1329;43;42;-1;1
141180;52943;13065;12123;14165;6249;3027;1915;65;51;-1;1
18937;26699;9701;6045;4569;4002;1181;1063;71;61;-1;0
59616;23421;8528;9738;4018;3204;1559;778;33;71;14;0
25438;25869;8000;5885;4584;4069;3457;1704;69;66;-1;1
96058;113346;12340;8942;7354;8379;5126;2850;31;64;14;0
16897;6700;5333;3901;3771;5049;1965;1189;85;72;21;0
84137;20942;3468;8693;4867;5517;3632;1829;44;74;13;1
14367;17882;8157;7544;10854;7041;3274;2913;84;46;8;1
24343;28368;5521;6713;4972;5364;2369;2530;29;45;19;0
185283;55940;17520;19644;8478;10698;13586;3850;78;77;39;1
133713;31153;3918;5803;4964;4576;7514;2456;59;64;-1;0
25422;18366;6188;3797;3991;6075;3834;2027;64;65;-1;1
505450;92352;34929;24096;10219;14391;12062;5392;23;25;-1;1
63146;57527;9325;8200;4958;8097;3093;2731;65;67;13;0
109127;36388;7272;6833;8529;4443;2411;1533;71;51;7;1
178512;46039;12105;11349;3558;2534;1140;897;26;42;13;0
557838;63135;24789;14050;4974;5500;5015;2702;6;10;-1;1
95496;22873;2903;7155;4598;3733;2055;1115;59;66;19;1
131283;62586;15049;5765;11884;6401;8331;2843;79;54;-1;0
226077;50659;8896;5784;5486;10560;6874;2345;66;52;-1;0
192043;24814;5171;7138;5599;5695;8322;4119;75;58;-1;0
48010;19808;12383;5522;7890;7102;7113;2078;74;70;-1;0
209678;30621;8987;8676;5430;5306;2490;949;56;72;-1;0
303495;69724;22769;17309;12085;9144;5238;3055;53;71;-1;1
82902;23805;8091;23550;13495;5882;3504;2042;49;54;29;1
9635;11783;5070;4617;6017;4677;2746;1853;92;60;-1;0
197015;24053;3709;3153;6085;3176;2442;1274;44;34;7;1
250343;37589;25908;15295;17046;7272;5061;5596;53;69;6;1
211353;45296;9284;12202;10097;4646;3396;2384;61;40;7;1
826175;28676;7788;6441;4505;2810;882;537;31;59;47;1
166851;27966;11331;7734;6896;3906;4453;2220;59;60;-1;1
100095;58879;10823;8528;5983;6454;2414;2203;62;50;8;0
776534;75699;39862;18815;22499;13450;7469;2037;43;68;6;1
572526;45787;9078;12020;5652;4961;2505;2367;79;77;38;0
210816;55612;17730;8792;11776;10041;6354;3759;71;30;-1;0
438440;124917;27186;23891;7538;5966;5574;1798;34;67;-1;0
291681;17697;3718;3529;2710;2369;1611;568;35;62;27;1
670130;122530;33965;60275;14853;11205;5307;2740;36;50;-1;1
461529;310139;41513;25108;25683;20019;16740;6225;57;68;20;1
247036;72516;12154;14735;23271;14715;8216;4531;52;56;-1;0
993360;300374;125839;52499;32009;24322;12361;5923;24;55;-1;0
83663;35607;5542;6962;10597;11961;7825;4415;78;60;15;0
474117;60215;6828;8138;5367;8329;3487;3066;51;70;10;1
166769;56827;17849;10829;12934;16166;10409;6036;76;55;-1;0
21914;25570;4626;5167;4116;3721;3545;1645;68;63;10;1
303423;34831;17003;9257;6290;8403;4947;2958;62;68;24;0
347092;45784;20848;14873;19553;17066;14266;6958;62;50;6;0
198436;18496;11368;6759;12672;5732;5075;2112;67;88;11;0
244433;32092;7442;4710;3868;5015;2779;1670;46;55;10;1
164415;66400;3192;9370;4714;4124;3432;1113;65;47;-1;1
509662;131502;18659;28626;11469;12320;13032;6210;33;78;19;1
211204;16674;5609;4395;4770;6791;6320;3158;67;55;-1;1
119159;50776;19408;11888;9515;4906;3672;2446;24;76;16;1
515429;46596;17359;17961;10290;9022;5783;2691;56;67;8;1
470752;79137;40989;53296;11203;21835;26807;8497;44;82;27;1
60417;23119;5681;4659;4838;4156;2313;1029;66;61;26;1
473736;89558;17814;10185;7380;11589;11003;5625;58;50;-1;0
36676;37420;7125;9962;3498;2910;1175;853;38;76;-1;0
18411;13273;7068;5670;1896;2338;1102;385;42;67;7;0
422508;96974;12105;23314;7183;10138;12195;4600;39;55;42;1
53355;22466;5785;6290;12618;6299;4720;2606;66;55;15;0
579302;80389;18289;16029;8293;12045;10990;5373;75;71;23;1
20964;17714;4658;8148;7732;5920;3068;1528;85;65;-1;0
33564;24918;8509;7434;3243;4669;4308;1148;57;72;21;1
964770;303113;126093;42940;33102;24635;12219;6369;27;58;-1;0
301652;60188;13181;10827;10974;4858;2675;1640;51;44;9;1
670277;109680;14639;33379;34623;18635;10851;9146;40;48;6;1
193341;49953;14588;6639;5233;4170;1591;1254;22;16;11;1
722615;286325;87883;128905;79468;39483;35568;10000;41;63;38;1
134530;44075;8352;4834;4856;3233;2751;1435;36;54;41;1
416631;105525;13691;15939;14215;5468;2823;1594;47;34;31;1
843875;129406;20502;43927;32093;23988;10214;4687;70;62;16;1
887659;154291;36946;22635;14298;10350;12984;3135;25;57;17;1
170592;13274;6329;12726;4856;7908;3733;1277;76;73;-1;0
81421;30748;8458;8225;5946;5616;6143;1549;45;67;-1;1
321320;142996;28740;31182;8425;20805;14172;6784;67;67;31;1
500598;70834;33088;13617;13220;19909;10834;3327;58;70;21;1
252827;70781;30959;16461;7916;6027;3887;2515;33;74;14;0
474199;232494;36799;46888;52759;38784;24221;8618;44;49;9;1
19368;14022;5568;4647;5750;3699;1517;1152;67;45;6;1
13759;15874;4388;10586;3637;2308;1164;503;55;58;-1;0
561175;29865;7161;10593;5902;4345;3757;2825;64;56;-1;1
725174;84193;15345;6544;9035;7569;9653;2012;26;29;41;1
459054;209278;39081;47281;32345;21805;21683;11366;48;52;10;1
111385;25428;5817;8887;4792;3012;2002;1218;54;60;19;1
144673;25278;5946;6582;3867;3748;3407;2840;53;56;9;1
423762;35142;11874;9568;9878;11367;5830;5812;48;47;14;1
258445;47361;6552;7463;6704;4742;6282;1975;69;40;-1;1
119374;82591;6628;14295;8886;5659;2301;2819;50;45;-1;1
402640;95043;22322;14113;11186;7899;6537;2562;31;44;34;0
93778;27702;9207;6097;4015;4153;2437;975;54;89;-1;1
153382;107030;23159;22479;11861;8469;5622;4583;69;52;19;1
100325;43764;4671;6860;7450;4595;2102;1059;60;42;20;1
313999;108518;29700;11865;11081;13312;5787;3139;41;60;35;0
724975;115867;26135;32165;30799;12900;9733;4960;44;78;16;1
84506;33378;9139;4825;4872;4510;2501;503;56;47;15;1
361575;145353;18109;22978;19234;13767;7570;4290;57;70;23;1
369182;137354;14474;12970;18110;11641;5462;4655;53;60;-1;0
106196;27366;9305;10660;6334;6308;5381;2897;55;66;22;1
156967;43340;9018;5133;4413;2910;1799;882;39;48;-1;0
127066;19549;3181;2509;2833;2963;1665;981;58;54;15;0
81380;27356;8223;8471;9392;6337;7072;2186;46;63;6;0
366274;84870;12234;24926;18180;10471;7877;3157;51;43;18;1
89355;43309;10960;9680;10437;4784;4283;2352;27;41;15;1
22869;14315;7741;6544;6280;4751;2495;2238;60;81;-1;0
204378;40612;25774;15941;7579;9838;5598;2166;55;75;-1;0
251748;46098;14992;10360;13335;10054;11067;4243;65;62;-1;0
17257;22181;7497;4678;3325;3401;1310;1147;71;68;-1;0
325028;28701;9406;9476;5681;3579;2341;1305;49;67;51;1
483130;42297;22716;15240;16386;16432;10950;9690;53;68;26;1
122405;18117;14682;14355;9695;7186;2764;1115;49;79;-1;0
93164;26359;4484;6926;5700;10970;14164;5988;66;48;-1;0
213794;29356;13323;17946;6383;8384;3146;2839;31;75;14;0
219715;83525;11848;8691;12217;10014;3740;1476;41;43;-1;0
401059;33218;13145;15031;4676;4916;4966;1406;38;64;14;0
148322;32953;6990;3474;2953;2410;2973;710;37;61;40;1
843623;44517;16126;16578;39631;17125;9571;3490;50;63;-1;1
1055379;75832;19926;26915;17216;20899;9271;3247;40;45;-1;1
64285;10083;5081;5009;4114;6292;4255;2517;82;49;6;0
37343;15448;3823;17316;2873;4138;2424;1120;60;89;-1;0
326241;136451;19000;21669;21578;13759;11682;10318;23;38;30;0
169056;10341;10011;11876;6011;7306;2745;1877;83;83;7;0
467681;86094;17002;17011;9469;6399;4453;1754;38;44;32;1
43258;13600;6396;7048;6801;5917;3337;3181;63;59;8;0
23986;11830;6773;7972;4904;3409;2135;700;64;82;-1;0
107934;52801;19148;14611;8201;8620;8637;2879;59;74;-1;1
979709;59301;18694;23675;19795;9500;3226;1998;25;67;-1;1
450881;53993;7520;8687;7060;6121;2308;1302;38;29;6;1
47884;27119;5316;4230;3339;2427;1538;824;61;58;26;1
842331;171133;22374;9248;11190;8813;10866;5599;26;37;-1;1
826828;36445;7074;4218;4768;4142;944;565;30;51;9;1
70966;49722;13095;11413;12186;6727;2808;2348;69;46;27;1
258472;143906;29583;28215;16049;11406;4966;3219;45;50;33;1
12186;23616;5710;5276;9368;5303;4561;1307;61;42;-1;1
206463;19440;4276;4894;5903;5499;7870;3961;72;55;-1;0
147943;37740;8938;5730;6661;6868;3725;2503;55;38;-1;1
94810;109418;10384;7838;6952;7111;4817;2660;30;55;25;0
29154;18824;5960;7963;6222;10052;4809;2371;97;57;-1;0
971543;110202;49251;7973;12460;6609;3935;1611;43;65;18;0
551915;84751;10397;7878;8882;5739;3457;1946;29;1;9;0
927277;157470;39072;18409;29741;27035;12854;6625;57;61;31;1
386230;124402;33505;10730;12296;10465;5247;1807;30;42;10;1
767971;205071;47135;27801;9657;20180;17056;10020;31;54;15;1
19379;20996;12429;9001;12436;8619;8887;3303;39;70;-1;0
610960;82133;13940;9683;9457;10485;13080;2440;43;50;-1;1
517391;66963;28084;21385;17299;10311;20276;6575;56;69;20;1
306353;66210;25982;23287;11283;9417;6892;6308;34;48;-1;1
173021;31947;15593;15618;6396;6161;3072;2142;45;83;-1;1
721574;129041;23357;24734;10755;19498;10708;7501;62;51;-1;1
72871;26279;6837;9863;6247;13052;9364;6940;89;42;16;0
189993;30547;8106;5689;6379;3699;6026;1395;34;62;-1;1
31837;32567;14024;8728;9477;4307;2253;964;52;45;7;1
140284;45851;3780;7402;10190;5850;5739;3049;57;45;-1;1
763785;417301;41724;50123;31389;31402;43941;19282;39;59;27;1
421703;29587;12797;7660;9029;6180;3690;2409;86;69;28;1
24311;23317;8089;8310;3757;3901;2337;1321;75;72;24;0
45932;26564;5381;8884;6150;4329;3451;2890;50;65;7;1
104495;29036;3348;7492;4851;5823;3215;2094;68;75;-1;1
522667;57261;9205;14334;8255;4654;3122;869;36;63;7;1
1020661;312293;24889;47663;56346;35050;40007;22858;51;53;47;1
129952;23523;5842;5627;4509;6883;3660;1809;75;69;-1;1
863374;316257;40326;23909;31667;35052;32227;6307;47;50;15;1
40564;15596;7135;4034;5962;2240;1372;593;43;61;8;0
36294;13423;3296;6310;3871;8492;4412;2708;75;73;13;0
1125802;279302;24615;22622;18478;16069;14289;11619;44;65;33;1
146807;25521;13641;10441;11976;4052;2771;1759;48;77;6;0
1071316;70273;11789;28379;24019;24859;9225;5631;47;54;56;1
344702;48636;10172;7571;6390;5077;4964;1429;66;68;13;0
58152;35223;6931;7020;7082;9254;4972;2572;57;55;14;0
18089;14602;6632;5146;5360;5717;2577;1659;82;52;-1;1
607506;142354;64394;72275;24346;32336;32023;10621;38;73;39;1
905877;124735;37433;24003;17262;17054;10802;5616;37;57;7;1
286373;38912;5648;7703;3030;1722;1534;1068;15;61;-1;0
34658;24556;5406;3746;4960;3370;1336;1701;66;40;-1;1
481515;13720;3119;5837;6377;4053;1767;836;48;51;-1;0
527240;97991;36878;23597;12356;12389;5486;2314;43;74;-1;1
109177;28800;5528;4010;5961;4224;1987;1269;38;47;28;0
65016;36980;17256;5983;4901;4195;2750;2258;47;53;-1;1
334583;125262;19828;21669;13008;9389;6472;3858;44;72;17;0
21060;13143;6298;7765;8370;3475;3165;1993;65;57;8;1
130034;64813;8019;11464;8698;8715;5312;3299;49;52;13;0
106044;21719;14046;5981;5977;4477;5160;1459;67;55;9;0
117231;22231;4261;5025;3660;2780;1109;691;40;45;10;1
591237;44606;13615;10708;5678;4880;1457;878;44;65;30;0
447057;32236;8653;25304;13158;6572;2495;1187;34;81;17;0
915059;83754;24133;18451;16033;13758;5923;1827;45;50;60;1
365744;98549;44987;27544;42481;11805;17290;9568;31;60;45;1
456972;133253;52711;19210;21669;25542;5217;2623;41;58;62;1
17113;14586;7338;3915;2402;1721;1301;452;30;61;11;0
37542;18700;11208;8599;4480;2609;2970;1697;41;75;-1;1
1293156;84685;62480;81291;129151;33897;19390;7241;54;75;10;1
867117;70089;9514;10767;7654;5953;2206;851;30;52;22;1
15730;17496;7106;5089;2760;1758;1383;439;27;59;11;0
243702;79163;14228;13805;13269;4344;3006;1114;35;57;-1;1
608424;126518;35141;12888;19512;7807;4861;3198;37;44;14;1
250749;81075;9531;18992;8328;10177;7601;4209;49;59;15;0
66938;14174;4295;4840;2756;2415;1865;497;56;65;17;1
149580;57236;7851;16849;5718;5789;4881;1513;69;42;13;1
471683;38919;10902;17543;7764;6823;5051;5404;15;11;11;0
210045;93506;15855;9931;4029;7076;7224;2544;40;43;-1;1
112007;60168;14646;7607;13593;9664;7582;4213;65;69;16;0
81509;17321;13893;7319;9614;4869;2166;2063;46;57;6;0
15555;17759;2478;1955;2800;2926;2581;831;62;62;-1;1
16262;17699;3295;3722;4075;3977;1763;1047;50;45;-1;1
476401;55287;25620;19274;25100;7529;3748;2806;54;81;6;1
1245716;192325;100527;30722;101304;63186;44721;7723;67;61;61;1
62398;29552;6155;5616;6911;5634;1705;806;45;40;7;1
142531;10701;4383;3653;2604;5580;2914;1485;67;61;10;1
839364;104170;14506;19588;14846;10093;3862;1405;37;43;-1;0
40547;19672;7474;7135;6512;13308;6252;3947;81;49;-1;0
483933;77523;12940;14202;9018;7850;5217;1197;44;46;-1;0
477552;57544;99303;14997;16635;11372;6730;5373;49;63;16;1
428426;73522;8431;7168;5025;3354;1193;1193;32;48;12;0
454498;104479;11607;32463;31645;17619;10603;7845;51;63;6;1
300439;63774;10368;19760;11494;6500;6566;5453;49;57;9;1
590794;281004;28020;22030;17430;17258;10406;4401;42;49;19;1
757334;63918;27815;15415;14246;8244;5949;8985;54;58;18;1
181429;30360;13938;6870;6954;8439;7646;3641;76;88;-1;0
847365;106712;48981;8086;12209;8142;4032;1921;53;77;18;0
843411;211102;68465;45228;28763;14461;8865;6113;47;62;11;1
153786;55381;14245;5625;2491;3691;4101;2317;38;47;31;1
30389;17652;7511;6288;7637;6031;1393;1322;73;53;-1;1
1362844;131605;21502;18653;16895;8398;12364;4077;21;49;24;1
83566;60573;31204;12867;11177;7847;3438;1835;51;65;10;1
16567;21646;7605;8238;6437;4422;2065;1522;73;46;10;0
1117594;84673;18432;9063;8433;12505;8256;4664;61;48;27;1
682542;302479;45567;98934;65092;49572;43540;20989;47;71;56;1
153211;56908;14820;22950;14310;9066;11374;9879;61;57;29;0
67165;31320;5019;6785;6134;4870;5895;1336;53;52;17;1
357345;96004;9939;12738;6070;9770;4437;1389;32;58;37;1
