Flag;Delta;Theta;Alpha_low;Alpha_high;Beta_low;Beta_high;Gamma_low;Gamma_high;Attention;Meditation;BlinkStrength
1;251819;25390;12852;11474;2494;5232;1799;779;44;90;41
1;1513555;352226;66454;25224;19009;11536;11731;2008;27;77;-1
1;32540;25664;3778;8359;3990;2186;914;1036;14;64;-1
1;521432;34397;23319;13792;7664;12091;11681;5808;24;64;-1
1;256530;61168;3870;13175;1107;1948;890;527;13;56;-1
1;77892;23306;3504;2067;2992;1415;787;989;17;53;58
1;220185;18969;3502;1589;3842;2641;5221;1775;24;48;-1
1;258355;46761;10131;8503;7479;4003;2661;1258;16;40;-1
1;56685;42399;7489;4933;9671;9264;2711;1406;34;37;-1
1;63224;18851;2499;7696;3901;3326;2214;930;40;44;37
1;604580;50542;1771;12373;8249;3295;2292;1190;30;44;-1
1;1165145;105756;37993;13937;3689;15776;2857;2280;37;47;-1
1;529815;77872;11247;30210;17901;10065;6600;2899;29;53;-1
1;490450;91435;50032;17460;28300;9248;7058;8334;24;57;-1
1;63914;86774;23014;9813;4856;4022;2146;1040;21;63;58
1;851978;89731;34770;20414;15364;18501;2573;3830;24;64;-1
1;1136399;5310;11145;3219;9483;3734;5703;679;34;70;34
1;61877;11029;3774;1561;2854;1439;2970;908;35;66;-1
1;66078;15926;10659;5913;2040;3443;4031;1503;44;75;-1
1;304202;146226;87247;74914;85143;27045;7427;5816;41;78;-1
1;21518;4056;3533;1116;1589;1014;426;199;37;78;-1
1;100194;10687;1844;1043;986;2380;881;216;43;70;-1
1;115282;21069;3768;8914;8383;2817;3531;761;41;63;-1
1;496121;53988;4316;32682;15137;18763;5343;2658;51;61;-1
1;54277;21281;3193;2501;2988;1131;1457;267;41;50;-1
1;75711;42068;1505;5725;3452;3236;1144;626;34;47;-1
1;32160;10955;5975;6506;3175;7285;3509;758;44;51;-1
1;1209946;499235;27632;54071;26382;11826;6903;3703;23;38;-1
1;464183;84581;26416;11311;24414;26862;13054;1184;40;40;-1
1;225688;54831;16652;13916;13245;5853;1250;1394;40;50;-1
1;184741;45446;4688;13448;6326;5934;1144;410;27;41;-1
1;83442;120919;6480;4463;2269;3734;1253;906;30;37;-1
1;1538660;62611;14136;11257;10942;7281;8647;4510;21;38;-1
1;392067;36472;1657;3869;1058;2220;860;970;20;27;63
1;2173118;119270;22355;17680;8920;18510;8979;5044;23;26;46
1;156427;36654;2983;4994;5707;5262;4934;2452;38;35;-1
1;928491;164205;91801;30277;21022;16453;13550;7118;35;41;-1
1;218069;43777;20036;6764;2109;2407;1806;1013;29;56;-1
1;890045;263944;65137;84351;53921;21989;14920;5366;21;61;-1
1;423579;226144;28118;41300;26141;18597;10003;7301;14;64;-1
1;632948;185927;90016;25831;18748;16462;8344;2941;14;64;-1
1;254534;91071;25222;19961;25815;3067;1059;1099;10;60;61
1;806911;72258;55569;87407;26819;18075;10970;5640;13;69;-1
1;1441981;111996;16703;19797;13548;16217;26664;1831;17;69;31
1;68056;28461;1218;2516;1136;1243;677;510;14;53;39
1;503410;79489;40093;6698;9416;18956;6587;2215;34;54;50
1;487037;166378;20652;2257;8416;6233;22602;3395;24;30;69
1;83803;24091;1113;1376;5899;3320;747;609;26;17;-1
1;1601360;139232;5819;18916;20376;7603;16834;3413;27;20;89
1;950262;11775;9048;3476;1070;1735;1496;429;21;27;-1
1;117457;3816;4315;10485;2479;965;1803;355;26;56;-1
1;3539338;443410;58316;18145;30300;16076;25511;7720;13;64;37
1;605803;59795;30012;42243;30254;15611;16179;8470;21;81;-1
1;251869;54674;60085;39961;15303;10570;9918;4797;21;87;-1
1;1281803;437126;129732;59353;53515;8678;13919;6008;10;67;39
1;711757;405894;6079;3372;10776;19518;8604;2572;13;53;-1
1;604424;143440;2336;7565;9742;2902;5558;652;1;34;-1
1;892732;24141;12141;3016;3756;2052;1935;536;1;26;-1
1;1909079;310585;13330;36912;17525;8847;4815;2429;1;21;-1
1;704669;89014;1911;4674;1549;1450;1764;1113;1;30;-1
1;125624;15642;3157;2672;2416;1878;486;291;3;47;39
1;488018;34056;54649;28464;6547;10073;2211;4131;7;57;-1
1;593138;236060;8423;17782;13492;7369;7032;1042;8;53;32
1;1405516;279730;30404;25521;67269;13899;11239;3039;16;60;-1
1;130995;17947;7954;2871;3471;9991;3181;1099;29;61;-1
1;92404;27437;13248;12129;8307;7193;2555;2757;37;51;-1
1;185396;26445;12312;1392;4433;2522;1378;1820;47;64;88
1;692886;14881;5378;2301;2906;1181;1464;592;47;64;-1
1;222208;20629;10865;3973;2584;1355;762;1116;44;78;-1
1;556756;573464;8360;35106;27395;16910;12764;6923;21;64;-1
1;1768689;84016;63430;14442;23237;24641;18333;3657;23;63;96
1;2218853;186517;19304;23794;20186;10531;11395;2180;20;56;85
1;727721;30304;30805;19308;8862;10692;11825;3108;30;61;-1
1;132126;8368;7999;8949;1334;3922;1317;337;48;88;150
1;423210;9829;3955;6095;5483;1879;1144;1386;48;88;-1
1;526336;387328;38547;17091;32458;4371;6438;2007;24;75;-1
1;1357366;264040;27839;28816;58476;27960;17886;10294;30;74;70
1;288054;38888;7234;28164;6623;2379;3721;4355;20;70;69
1;2284477;245904;122651;65143;37640;21847;11784;6280;8;63;62
1;282111;109691;10080;23233;9663;17537;8336;4326;30;69;87
1;354227;12059;4124;2394;1777;1039;823;608;26;78;78
1;860458;34593;4132;5384;3505;4777;2357;738;38;66;60
1;54489;13812;891;1634;991;979;672;250;40;53;-1
1;164941;21149;8028;5554;5772;4816;3830;831;41;57;-1
1;24290;6876;1416;2679;1505;235;374;413;34;60;-1
1;15756;10753;5453;2146;1740;1214;2452;837;27;67;-1
1;690490;100146;24742;16434;21887;11255;22805;4644;29;75;-1
1;33214;33880;14056;3506;4635;3388;3093;1280;23;75;-1
1;105329;33516;5991;1427;903;2408;2263;1221;34;66;-1
1;810470;21421;24510;53688;6283;16222;5437;5131;40;78;-1
1;27400;33865;3006;8836;3113;3738;1991;1190;41;78;-1
1;11141;7225;1694;6655;2593;2210;800;564;48;83;-1
1;1279055;632064;102487;95610;79989;15244;5928;2608;37;87;42
1;122634;37563;1627;1793;5439;3125;1272;1104;29;56;-1
1;105127;86233;20166;3930;8744;6073;1473;1629;26;53;46
1;238824;13865;1726;1467;2623;3678;1157;775;29;40;-1
1;567525;143524;11811;47945;14616;15175;5168;3477;41;41;-1
1;123905;11262;524;1742;1401;795;1357;871;40;50;49
1;84331;22569;1783;1087;1782;1996;1005;229;43;43;-1
1;664176;18928;4571;13927;11141;8040;5194;2027;43;53;-1
1;2419292;218832;34513;59180;69928;87787;19049;6357;54;50;63
1;1174803;146633;30457;36673;10204;14250;3756;2138;56;57;47
1;1086127;101463;9752;13749;24343;20245;10471;2863;61;61;-1
1;368691;32256;3904;8333;2302;765;825;494;40;57;-1
1;674473;35223;15103;1334;14691;5204;1859;2567;30;60;-1
1;193610;30760;9622;23262;7082;5993;3971;2603;35;66;-1
1;1537316;33019;21077;9488;4864;4208;2392;1705;26;80;97
1;659630;49685;23771;9345;7587;4182;5715;909;37;84;-1
1;1504506;565566;29121;51783;32332;24925;6045;10135;27;77;35
1;126656;6826;1603;323;1029;1628;753;168;35;63;38
1;827914;121513;7609;20013;16261;10342;1582;1803;35;51;99
1;1121813;39560;28104;17698;16061;11243;1479;747;35;51;-1
1;1369745;41909;10510;51220;74099;64246;61343;22230;35;51;-1
1;1586219;40644;19087;20137;50541;64148;42331;21125;35;51;-1
1;159365;25983;7645;6947;3668;5985;2139;2148;43;48;-1
1;536595;108540;48198;34481;14758;37472;11476;7567;57;63;-1
1;71518;20579;23004;8819;5525;5974;1744;796;54;77;-1
1;37208;6347;2536;4144;2016;1237;281;120;57;90;-1
1;127010;20737;4164;4546;6354;3327;3907;214;54;87;42
1;19348;5101;792;2785;933;1610;845;215;53;84;-1
1;595373;11249;3583;9186;3799;3943;1921;817;57;80;-1
1;167438;48451;14833;26083;9579;6071;4728;2216;54;80;-1
1;956153;88189;22249;29622;87396;38754;20249;3676;63;77;-1
1;666617;50487;23726;18888;19007;23745;13251;7533;64;77;-1
1;65098;72916;3506;4134;1208;2877;2154;839;51;57;-1
1;150509;30582;3815;14015;10493;4208;3514;2819;54;54;-1
1;2387255;316556;8619;74993;17974;22559;3785;11543;41;54;-1
1;872334;119569;17430;64075;34874;7581;8727;6473;23;56;-1
1;74756;50100;28982;3815;11011;4349;4391;1220;26;74;-1
1;549874;160425;37170;50515;19215;24539;9589;5004;26;74;39
1;35366;6169;1569;2160;3305;782;615;504;29;77;70
1;538577;54170;10572;2973;3139;2877;1144;880;29;69;41
1;392570;42443;18528;5590;6010;4316;1636;1996;30;67;-1
1;364236;41680;4965;21948;4875;8229;8632;761;35;69;-1
1;1620235;460442;76577;48668;24104;26434;22100;8330;27;66;-1
1;380765;27183;2915;18523;16336;5525;1764;862;38;74;52
1;882262;261697;89296;38877;36958;23453;6800;34216;38;70;42
1;128236;10768;11962;17373;2609;5150;2896;2647;38;81;-1
1;786217;165635;38695;35894;13753;15907;20913;16933;43;87;-1
1;108644;175012;13668;38901;14688;5945;17825;4588;29;81;49
1;661575;74664;16634;25255;5737;10229;3304;1658;30;83;-1
1;863641;231435;12337;25711;20558;24370;20223;5224;27;60;52
1;610715;46595;32185;18035;16292;5848;5327;2898;26;64;55
1;1013021;84297;12966;13864;8930;4765;2733;1527;30;66;52
1;46879;32488;4279;3145;2448;2042;1442;1098;27;57;-1
1;1257569;28369;28678;13077;1620;11167;4141;936;34;77;-1
1;240079;7004;3613;1654;1077;1315;717;977;38;75;-1
1;79171;28488;5323;5794;5129;5072;1234;803;48;74;-1
1;43270;26428;3485;910;1687;1229;585;341;44;70;92
1;752204;139806;26069;29940;38918;37513;19481;30511;47;57;-1
1;760256;145058;5955;29911;6654;5988;16852;15358;37;50;-1
1;1025180;234919;50944;13262;55101;33863;12888;9986;35;48;-1
1;443331;97794;14400;23552;15579;21424;7749;8562;48;53;-1
1;522216;42660;9459;3277;5577;4487;2791;1829;40;53;-1
1;86820;18706;596;285;1571;823;810;515;41;37;-1
1;498118;51930;28031;19975;21938;19438;5669;12390;47;44;74
1;610162;17232;3747;480;1337;1765;1719;607;40;43;-1
1;808218;64282;2882;23742;22995;28121;18230;12681;51;43;-1
1;115492;23560;24115;3360;1551;6689;2722;2871;63;69;-1
1;345596;10202;2741;5992;14328;2546;2762;1645;60;66;-1
1;88464;43346;8465;1957;2584;4774;3203;1291;60;66;37
1;124034;40007;255;8592;1319;4015;2947;1628;50;64;-1
1;196289;34427;13269;11625;5697;5253;14902;3303;44;61;-1
1;16200;6098;2643;502;3475;2009;1188;1099;50;60;-1
1;1024220;137268;19908;37332;72070;38851;24172;8653;57;60;57
1;234095;30099;36227;19159;27851;7700;12612;6660;57;70;-1
1;1635999;115176;78212;26450;15429;14441;5062;2920;57;70;-1
1;604337;27761;10349;4578;2883;1337;669;688;57;70;-1
1;109295;10941;697;1642;2220;873;1896;794;56;61;-1
1;314464;310621;81916;50977;43614;40230;16927;5878;56;61;-1
1;845840;368103;178805;126950;43460;8601;7746;6258;56;61;-1
1;1872688;94385;19970;27568;39704;5939;7580;2905;41;63;-1
1;1074772;271462;60938;19004;14820;16662;10178;14731;29;64;63
1;1916149;282256;13558;66115;33752;63697;56423;12638;35;53;42
1;616958;56870;13190;9223;7774;2762;3962;896;27;56;34
1;134463;22272;3535;7659;15818;4985;4110;594;40;54;52
1;504183;35865;6060;5084;3109;1578;604;359;35;54;-1
1;42600;93708;5323;7432;10564;3142;2207;929;20;50;-1
1;336188;175405;49250;40995;13291;7354;5959;2966;17;54;59
1;1180803;58360;5340;14788;4638;2865;2423;1857;7;54;-1
1;85652;8537;5504;2440;1401;3202;3569;649;21;63;50
1;1934305;776677;123079;66808;93162;52876;71884;38351;24;67;-1
1;2246213;511906;7804;16970;103038;142234;11237;5561;44;43;-1
1;402770;119702;13699;16492;32302;27566;21145;21079;60;40;-1
1;535166;237931;49262;64091;39155;27554;17986;33919;53;35;-1
1;629477;142876;126162;20430;11146;17002;8928;3307;53;48;-1
1;87616;20202;445;634;4963;2877;729;452;48;50;-1
1;1285324;76146;36018;24740;14492;14260;12096;6066;43;60;-1
1;960334;25259;9604;19662;8856;9477;1997;2620;50;66;-1
1;220089;30964;3566;1963;3223;1237;537;967;44;51;-1
1;578994;195973;48362;5330;13195;12409;11136;24571;35;67;-1
1;383928;6024;3139;1429;3740;1425;672;1264;38;64;39
1;68986;38666;7502;5237;3001;4116;1728;3043;30;54;-1
1;616864;30988;24904;9165;4387;4243;3149;2242;38;70;-1
1;2062316;318377;136405;49372;22208;24291;9566;11857;38;78;45
1;687511;238699;7649;23013;36325;7443;6042;5707;23;66;-1
1;1852164;267989;27898;39797;11954;36609;13501;15291;24;64;48
1;1279126;1049374;50692;91321;135890;31420;15903;14222;16;44;-1
1;1358946;165934;76979;123851;42079;18591;19889;33871;17;50;-1
1;72130;2593;6927;10645;1689;2793;2347;1032;34;78;-1
1;525010;185064;12590;22418;10276;3948;4742;1378;16;75;-1
1;101246;74288;41522;38467;12618;4271;3675;6481;17;91;-1
1;228202;60445;31043;5025;11704;3735;3072;5868;14;84;-1
1;855043;188563;9020;10489;10877;16522;7738;3133;11;54;-1
1;564023;130958;15935;61533;43726;19131;12363;17146;26;63;34
1;2161686;130951;117360;74113;20506;15945;21209;5973;30;64;-1
1;180384;2746;544;2897;2232;3660;559;1211;56;63;-1
1;1313133;33577;3035;6692;9709;2585;1680;821;53;70;51
1;400883;67358;25136;30942;3304;4912;1937;747;43;77;-1
1;524099;218585;41784;15003;12860;13296;3119;2308;41;63;-1
1;1605504;764703;40886;45359;70805;13296;13830;100787;10;51;-1
1;55221;8074;1107;843;734;819;459;112;11;51;50
1;1099113;167937;95002;41018;31931;12474;23788;3470;13;51;-1
1;273517;25098;732;11659;7002;4616;2492;1159;21;54;43
1;122780;9773;8563;15998;5629;7797;1250;664;47;75;69
1;1218115;20529;11914;13789;6860;4255;1180;525;48;87;72
1;107687;36309;12414;3756;4713;3281;1089;365;51;81;69
1;96507;64882;11231;5603;2036;1701;1222;4180;37;78;-1
1;960072;244517;122508;68658;66722;41929;27962;32577;27;70;43
1;617318;92759;3088;20954;19011;9008;7205;764;26;60;87
1;2040066;286478;30184;53351;24582;13485;1919;2716;21;56;-1
1;523848;24812;1481;11111;4428;4501;4051;1656;21;56;-1
1;2254324;11491;26133;12237;9768;6096;2860;844;37;70;-1
1;260811;16273;2668;3197;6469;2218;1908;926;37;64;-1
1;179379;105163;21132;8908;16924;8007;1340;3892;35;66;52
1;715453;128391;18705;17254;16590;9353;4226;2009;38;64;54
1;1050192;245668;49434;49095;17837;41495;40627;5980;40;51;-1
1;1240469;342249;88995;14558;26115;5891;3157;1098;21;53;70
1;204962;418172;28812;17635;20182;9185;18166;2653;10;44;-1
1;732237;123917;7013;26607;16716;10968;4068;3787;11;43;-1
1;1100428;206757;15146;28209;9246;7115;6829;1131;1;38;-1
1;564703;13967;2963;2363;1382;649;480;295;1;38;-1
1;569244;324505;110979;86120;77778;26294;9550;7606;10;43;-1
1;720318;124580;27374;43753;11809;5144;3951;2589;13;56;-1
1;311084;30364;9272;9717;10317;10080;4621;1046;23;61;42
1;1871942;24340;31562;10423;3684;3370;1725;2004;27;78;-1
1;204487;16318;1856;1396;140;908;197;108;27;69;44
1;1283457;102335;55236;3111;10875;6775;2061;2261;30;69;60
1;242571;107356;3956;18072;5354;3213;3282;1898;13;63;42
1;112767;73225;20195;5432;8559;8392;8380;2033;20;48;100
1;1381137;105358;38734;41858;17058;10392;32259;4080;21;57;49
1;649432;47697;24768;43236;26355;47194;39401;25152;21;57;-1
1;1081;393;91;75;26;17;11;6;21;57;-1
1;342641;153544;8137;10312;7160;7801;6331;7502;21;47;-1
1;786355;122909;13491;15242;31497;21874;11702;9355;37;47;-1
1;336959;58897;33406;13642;8991;6224;3468;3497;34;53;-1
1;782705;37008;21606;56109;20487;11785;16244;18989;38;60;52
1;1050491;230162;25818;59149;19700;26033;20302;7143;43;67;-1
1;99406;12079;1989;6136;3683;1287;717;336;37;77;-1
1;70597;75136;8689;10030;5571;1884;1516;1837;26;67;-1
1;42938;7980;7668;10663;4968;1414;948;914;21;67;-1
1;518134;120138;82158;41060;5944;7303;2704;2813;13;78;-1
1;769392;44393;51689;15271;28721;15738;3167;4681;21;83;-1
1;91915;24510;7378;4653;3170;1904;1818;1953;29;88;51
1;576320;158637;34698;24695;20682;15930;10631;5611;30;77;159
1;813878;88316;53995;16208;68486;28660;9069;2993;30;77;61
1;815815;38732;7613;4464;7933;3813;1665;659;30;77;-1
1;166678;19252;2675;3584;2264;1851;949;176;40;66;52
1;1587588;176924;25572;28438;30760;48740;6994;7324;43;53;-1
1;2322333;301571;7285;42779;49827;91570;23307;10027;43;53;-1
1;966210;90474;27028;31812;9552;15147;1949;793;50;56;-1
1;888960;425980;97871;126588;100113;27660;11133;3176;44;57;-1
1;423819;33299;4190;6319;1381;1292;581;272;38;57;-1
1;433158;194527;21343;19300;15533;9268;5427;3165;23;56;41
1;276409;1901;1150;545;2606;1676;628;213;37;51;48
1;624454;18950;9724;11666;5182;3718;5111;1587;44;57;-1
1;1704932;165678;124331;67165;29977;15833;10994;5700;48;67;47
1;1382790;59872;10100;4576;9238;4143;432;85;51;69;-1
1;766853;56333;67961;16377;28855;6528;5262;2552;29;81;-1
1;2458899;652568;14902;35339;25751;15820;15809;1986;16;60;-1
1;1355558;6295;5522;8136;3539;2088;362;302;24;61;-1
1;116502;19529;4049;8840;1816;1807;600;264;24;70;73
1;697969;26789;24585;9556;16278;4914;6268;2499;24;70;-1
1;1484318;91331;2370;69107;36940;17946;6040;2928;34;64;-1
1;900406;2254;2566;2730;2998;2631;179;113;34;64;-1
1;755681;286972;82651;8475;17722;16492;12294;5163;40;78;-1
1;2876942;497692;35810;32516;30195;14837;13817;6955;40;78;-1
1;1442750;124350;94599;52670;59240;17531;9324;4073;35;74;-1
1;335576;52238;29036;43933;13562;25424;16642;6039;47;77;-1
1;246266;436285;43284;13829;34770;13538;18432;4669;34;63;59
1;1768032;163160;83810;37585;24017;12348;18822;4451;30;69;-1
1;2333035;90156;58414;7705;15425;14627;6089;6775;37;67;-1
1;696277;9946;3033;10051;1159;2736;3399;622;30;69;-1
1;257085;82991;27610;31270;9722;6866;7529;2494;37;84;-1
1;922929;36434;25763;10865;8156;3885;1967;1468;38;87;-1
1;595021;182304;14493;25291;31263;13736;6053;2899;35;77;-1
1;295087;15152;5626;2639;3921;1313;535;383;27;69;58
1;826539;166034;31262;7416;14605;12711;5143;1729;30;60;113
1;1085691;45940;15559;2813;7837;9269;1989;1606;40;50;83
1;41276;19830;1401;4584;5936;1318;1140;208;38;51;40
1;479018;27641;7048;3446;15819;3850;3864;1155;43;44;-1
1;420202;233714;76306;30215;23195;14522;16973;8215;40;51;-1
1;2477061;95180;60304;24299;7178;17215;17667;2648;37;60;-1
1;263903;98631;21646;26166;80888;24221;11221;3192;47;61;-1
1;73355;11281;4588;2087;1871;428;437;178;34;67;-1
1;845739;8245;3734;13850;3851;6811;937;401;51;77;-1
1;222615;165160;109039;27677;18707;18576;7083;3768;47;77;34
1;63358;46706;13827;4084;4518;6672;946;348;41;78;81
1;852259;118100;10086;14462;19448;22631;11027;668;60;66;63
1;1502607;778048;198681;21469;152041;29724;32031;11234;38;54;59
1;590449;189064;61487;11640;18351;10548;3797;1584;34;47;48
1;1778083;60682;58792;12258;28335;10719;2683;1357;30;54;68
1;675136;66329;47487;21352;55888;27755;4709;2098;34;64;-1
1;2620344;105982;18349;18683;13734;11517;1965;2063;41;66;62
1;490000;19012;7997;4957;3854;3880;3760;1311;53;69;129
1;967580;148680;11609;22690;13473;29571;21612;3419;60;57;75
1;237153;44090;5230;4493;5684;9864;3408;898;60;48;-1
1;2017231;250532;69641;43233;103006;33452;27956;20821;61;50;60
1;630676;767618;6172;39278;20422;56388;15043;9694;56;29;-1
1;31702;10166;10553;3607;3110;1628;1533;1079;48;44;-1
1;821465;401076;64802;12746;21551;10716;6728;3495;27;44;45
1;81164;25302;5833;3654;2352;3054;1163;1280;26;47;40
1;897114;109825;7429;47574;17674;18300;8651;2716;26;47;-1
1;1529254;166102;219921;67836;49482;21062;9747;750;26;47;80
1;73748;17670;1174;753;1038;911;359;172;23;51;-1
1;1811324;69985;17957;74364;37762;52790;18668;18951;38;48;-1
1;610955;26794;13866;6387;2988;4370;3844;250;51;57;136
1;2002819;101749;7766;24765;21885;18138;4084;3224;54;54;51
1;857736;135171;18185;35627;56422;48088;19173;5558;70;63;95
1;1073062;54589;19822;7958;6256;3175;928;404;51;60;-1
1;835679;31451;15255;2707;9515;6893;8328;1410;53;56;-1
1;887637;91365;28128;15889;4815;7052;2445;706;44;61;49
1;1282278;172579;20457;30415;23776;30213;6795;4932;40;61;149
1;2102781;23093;19175;10310;3636;8509;1571;1015;40;61;-1
1;413818;63595;27097;13034;7160;5055;2752;2081;41;63;-1
1;74447;99225;26148;28784;12553;12770;6381;2027;37;63;-1
1;68641;15298;10767;4036;4052;1243;2744;939;35;67;-1
1;1388106;193768;79628;29102;21345;17804;17954;5309;27;75;-1
1;87675;17075;3194;3305;2222;1677;1391;985;30;69;-1
1;16669;8510;3056;2731;781;2285;614;215;38;70;-1
1;1936649;64202;8325;27118;3220;9132;1036;508;44;67;-1
1;307041;67217;47437;13422;11625;7737;10777;5918;47;70;72
1;649603;4120;12691;9492;12505;4745;1722;829;54;83;-1
1;423758;46780;7365;3547;4265;1941;744;263;54;83;-1
1;770031;58322;4785;9799;16208;2838;2139;1102;41;75;-1
1;249260;36467;18069;16865;19792;3208;3083;320;35;77;196
1;343945;155612;185704;69120;103550;80182;35786;9074;35;77;196
1;1154099;380990;356703;110203;161782;234715;61764;61307;35;77;-1
1;89660;10540;17406;1581;2399;3990;1334;542;43;80;-1
1;1240603;60407;3125;13262;26173;25946;7418;2271;47;63;-1
1;499921;138262;10296;6544;5106;3961;3241;1220;43;60;-1
1;1642140;417569;20319;25747;35523;17145;7694;2613;41;43;-1
1;197282;56445;2496;9835;5325;3010;1707;1315;29;26;-1
1;469353;15755;3712;3573;2897;1081;387;285;13;35;-1
1;629990;88504;8631;18939;5977;2263;1387;799;10;43;-1
1;1297792;83267;38719;92761;37252;10780;13407;1794;11;64;-1
1;38653;13670;8881;14239;7059;3853;2755;1356;21;78;-1
1;100708;131849;128791;29587;14970;18608;8617;5624;24;87;33
1;735144;39837;7430;7599;11220;10052;7275;2607;47;84;35
1;2156504;275200;33715;128215;15437;42502;24288;32287;53;78;-1
1;307743;41690;5376;4708;3726;2066;1419;291;43;64;-1
1;124944;66832;8170;10710;7462;5922;3880;381;43;53;-1
1;344549;177474;52575;50004;48879;36097;27051;8509;40;56;-1
1;417779;58361;53644;10083;50425;28786;9449;5338;50;56;-1
1;631286;71514;4467;7102;12913;6430;2193;2445;54;51;-1
1;1394542;605579;97689;71360;160209;115505;33247;6434;61;48;111
1;1550241;34762;144198;10525;72045;20508;14465;12930;61;60;-1
1;1877894;169928;13191;21224;52509;14490;6325;5979;50;50;54
1;2038120;644955;74587;69950;27579;39016;22021;3297;47;54;67
1;16339;7542;3037;1035;812;821;707;240;38;61;-1
1;251735;22961;2806;2679;692;863;279;144;26;47;124
1;1584407;94261;12797;18965;8140;3389;1006;508;16;54;-1
1;2452735;71121;56465;26470;15363;6753;3092;2993;16;67;-1
1;1009264;50272;25028;17441;5987;11850;3711;453;21;69;-1
1;1977248;152316;90694;107956;86736;41797;11313;11442;34;80;-1
1;1928748;123376;21543;21444;11268;9397;2345;1728;34;80;-1
1;563541;17129;18927;2153;9972;2350;722;208;41;88;-1
1;136492;15247;7759;3826;4226;1139;778;695;41;83;-1
1;227494;47764;12731;7707;5060;1691;573;412;41;83;61
1;870303;60650;14537;19835;18662;21833;5279;1139;41;83;225
1;735370;33214;5974;16102;4126;16858;1693;597;41;83;-1
1;1447573;284787;156120;132990;45181;19032;7213;3780;41;83;-1
1;93508;10338;2095;2223;3674;1703;459;84;40;77;-1
1;1097019;26719;16071;28162;5994;6733;3132;1414;40;77;-1
1;654078;124916;144884;14709;53035;24950;9803;5225;37;77;-1
1;2446192;64494;335;5441;10715;2844;2625;2420;34;56;-1
1;1051601;78896;28842;9351;13977;4062;1344;578;34;56;-1
