Flag;Delta;Theta;Alpha_low;Alpha_high;Beta_low;Beta_high;Gamma_low;Gamma_high;Attention;Meditation;BlinkStrength
1;81256;63602;10794;4656;4255;3809;6095;1036;74;61;47
1;1349009;168350;30697;5203;11931;13660;8554;1585;56;50;-1
1;749537;227746;43812;23938;46940;23864;11604;9714;43;51;62
1;450516;922531;47941;56847;17946;35240;21820;5670;30;43;39
1;142649;18345;11485;12831;7703;2979;4675;1019;37;51;-1
1;262260;68050;6168;11335;2633;10549;5377;4019;44;53;-1
1;151946;44365;22552;20310;8880;14577;5781;3823;54;60;42
1;639364;58829;54995;120254;29483;9578;11005;9673;57;83;-1
1;1434271;153591;31168;14504;22464;39392;28422;26431;70;74;-1
1;605943;7245;15747;16864;13452;9939;5213;4908;80;84;75
1;128314;4114;3190;3354;6294;4286;2324;298;90;81;33
1;143954;29995;1065;2688;1327;3584;2655;775;100;60;35
1;815147;89921;29269;7325;7097;7742;4126;3919;84;63;-1
1;415160;16661;14716;8073;16979;5352;4134;2146;77;57;-1
1;843264;185909;19518;44679;27580;7519;18876;2010;41;56;-1
1;646248;44324;10791;23608;8638;12190;9806;2553;47;67;-1
1;978753;199517;70438;15315;12718;7867;5602;3633;37;69;-1
1;1038509;258308;43059;107357;77312;33357;22379;8521;30;66;80
1;1490783;148979;50628;58415;15887;5776;9589;6521;27;74;-1
1;843930;700262;183254;45953;12985;20925;29824;9442;3;67;-1
1;167606;46030;2690;10872;2375;3604;4762;732;13;64;44
1;80748;204649;9738;14665;8117;6083;3400;1095;1;54;-1
1;44097;10430;1953;8228;9015;3712;1282;729;24;51;70
1;2418795;79727;30348;34875;19005;9395;5346;2084;38;56;-1
1;8769;11209;19173;11604;2532;6440;8465;2643;50;70;77
1;488693;40008;5805;8933;4828;6753;1228;955;69;80;79
1;660451;92712;16832;4984;11497;22092;12428;2286;69;70;57
1;548597;278645;107968;23110;11083;53788;19173;6978;80;67;47
1;196590;9470;1398;1343;3475;3174;1166;1340;87;50;38
1;298144;69270;12014;3459;7722;10627;4939;2603;87;47;-1
1;1117906;284661;17015;55202;59129;36385;34371;17392;78;48;119
1;1102160;65972;54562;28895;27755;8864;9833;3162;67;53;55
1;2573194;117582;8207;45192;8212;9832;16642;8836;48;60;38
1;2529757;166168;147823;27553;29616;56552;77388;57107;51;69;54
1;472354;1403406;33416;93971;120208;36785;106575;36156;34;64;58
1;1080084;513935;38576;224626;52215;54372;35085;10381;37;60;41
1;916252;309175;227269;349990;13763;39033;44864;17305;34;69;61
1;1020222;391451;144479;49764;301958;63464;68913;13026;27;61;40
1;297386;122963;19285;17071;19488;34406;23349;5072;56;69;50
1;299135;94102;9809;3075;9919;6140;5630;4218;53;57;-1
1;1071000;189672;86303;26289;37148;19180;37861;7242;56;48;43
1;337710;60763;12396;5307;3067;4906;2297;3280;50;48;-1
1;157726;28142;7024;1952;8974;4316;9872;1314;41;48;-1
1;1213263;113169;42519;9712;12221;4475;9224;1889;30;57;42
1;210488;40767;18485;29821;7167;8351;14867;4534;38;63;-1
1;41083;29541;347;3769;565;1535;2086;966;34;57;-1
1;255788;341248;12311;18028;19092;13693;14916;12325;17;51;40
1;1950545;157641;126167;45840;9013;49191;40141;17968;40;56;-1
1;57711;72335;18163;13167;6558;4238;7069;1511;29;50;-1
1;1534732;424591;78691;58202;13057;32246;21068;17331;35;56;41
1;600781;16967;14353;21658;2346;4568;5800;1336;44;80;-1
1;126378;580917;36978;71126;19592;14629;31302;8267;21;67;-1
1;269507;35156;10971;6395;3452;4789;7088;2390;30;67;64
1;538270;36726;11275;2670;7968;7070;5458;6388;41;67;-1
1;98553;65762;19969;15815;15302;6307;3452;3559;38;57;102
1;142362;108926;47510;25257;9693;10227;7006;3074;48;66;71
1;25514;7902;7807;2398;1116;1424;741;755;47;74;104
1;1498473;999031;54257;18944;82367;43007;81744;21678;29;61;77
1;406561;39422;26215;18316;14640;3600;4055;1065;24;64;69
1;1502639;33768;2687;25906;16516;20478;10397;4503;48;63;-1
1;2257338;401209;81565;397533;483672;342944;137023;66359;66;56;60
1;378344;120979;57603;25384;35940;30949;20923;14597;87;70;50
1;993065;1555938;66118;94914;104717;27568;60861;19416;74;56;42
1;292634;220969;118105;41655;15369;25599;23210;12232;54;60;40
1;245958;76117;18513;23261;55781;5711;14843;19711;27;56;65
1;188622;138568;32954;4153;42436;14059;5464;7686;20;51;44
1;225051;160818;35797;17564;14640;9554;10169;6996;30;60;77
1;507398;83486;85080;32718;52618;17342;31667;8569;35;61;41
1;661691;33759;52591;60027;46930;12361;24311;4878;43;74;-1
1;710077;70880;54796;14529;6783;10261;8235;3027;41;84;38
1;120864;82116;9143;3397;5408;3199;5352;4576;38;78;37
1;904442;736707;61635;96403;79573;64816;62105;42938;37;66;-1
1;2583031;1281508;32990;48817;108033;134561;97887;17043;38;41;44
1;50749;40383;16048;2948;7706;6163;3507;1451;43;35;-1
1;840421;67431;73659;55418;19953;15596;43933;6842;54;51;-1
1;226279;26429;6603;1796;2455;2749;5737;4218;54;54;34
1;616391;165538;72331;10570;20191;16191;10075;1982;48;70;-1
1;322485;83171;6360;27722;3773;6674;6749;2035;41;74;-1
1;2873984;1319283;74588;51399;65857;57246;35018;48073;29;51;59
1;87213;12243;7170;5651;7179;3031;2971;431;35;57;38
1;671287;29549;19230;8017;9020;4737;14434;2702;40;61;-1
1;1733063;23522;12638;44728;6410;11872;17739;5186;51;70;35
1;263466;11917;9450;3317;3928;3460;1285;1703;67;88;35
1;395718;151673;12411;5758;8967;7065;8228;5600;54;75;55
1;245499;26063;28860;23738;13327;3624;5600;8900;47;78;-1
1;6521;5317;1878;7031;6085;5052;2045;1693;57;69;-1
1;52379;7569;4659;751;1692;1592;1094;637;56;67;94
1;105471;2625;2512;4490;5397;5931;1721;1755;87;81;-1
1;354063;222882;31817;19950;9144;5805;12610;7464;77;66;-1
1;1008539;428132;92717;124701;21443;82311;51147;20560;61;64;31
1;86151;53773;11996;6021;4450;8389;4291;3507;57;60;36
1;15132;51180;18160;7588;1963;3555;7294;2506;27;57;51
1;527397;1477899;208158;261968;56477;93970;155099;68382;38;61;53
1;1573055;237097;93513;39447;53263;40299;50676;17716;35;61;52
1;1637294;414875;125355;163320;31446;61374;44229;23206;30;67;37
1;324311;23737;18050;2757;8386;6124;3351;877;44;69;52
1;104653;54926;2072;16457;11079;20367;3841;2111;64;66;51
1;718806;450188;37609;65847;37794;32363;51181;10807;56;61;57
1;786825;398833;23305;29840;69762;18824;20245;24704;50;48;-1
1;104655;34685;2278;5138;4986;4546;5712;2752;47;40;-1
1;349977;154320;123080;124225;45192;47797;28508;18061;37;51;-1
1;335008;8366;9133;11355;3995;5496;2772;510;50;64;-1
1;186971;375789;29636;51515;22557;25823;14378;4321;51;69;44
1;1711743;328950;278127;58427;61795;53091;104078;8435;48;81;67
1;123382;18459;6160;4260;2852;2026;1752;1010;41;75;-1
1;79723;48899;9207;3440;6189;3898;2578;1605;29;61;-1
1;147983;35847;25871;28081;9564;10121;11777;8398;38;75;95
1;156998;42492;25156;14028;11403;6214;5605;1797;40;74;-1
1;895282;195237;21008;6648;32962;13902;10690;5230;38;63;47
1;575988;46741;50501;38332;12624;24317;39107;6174;50;75;-1
1;763431;1090912;20786;70443;72070;47233;49600;13997;37;54;40
1;882099;407340;72015;108988;22333;49584;77842;51096;38;50;52
1;702127;346275;44311;26206;16959;21975;42469;19917;35;54;-1
1;612517;185055;33050;68921;23158;47881;25737;10582;35;47;44
1;201349;132736;22900;14360;7141;6097;9226;7957;35;56;47
1;1058110;265624;21360;82926;14421;30286;37631;10193;34;54;45
1;296536;28872;3013;3755;5647;2990;6131;1220;38;54;67
1;350605;21367;6035;9847;4540;5877;3941;1179;38;56;54
1;205943;36275;7217;5686;4167;5443;4047;2452;50;56;-1
1;691488;165470;35108;1484;9798;14288;11434;2020;48;53;-1
1;84450;17023;13247;5569;5860;4791;4983;867;54;63;49
1;263983;150560;7826;13507;24177;8646;20179;4034;43;51;-1
1;1705483;74472;54985;18076;10918;15125;16472;17577;41;60;-1
1;87338;9803;4182;10756;3385;3754;3213;4777;50;70;59
1;179696;33188;19202;2841;4434;4261;1545;3906;44;67;36
1;290776;51289;31210;40650;61335;55887;30188;20294;67;80;37
1;152357;42733;4005;3878;1858;3133;3336;1896;63;67;-1
1;136529;19507;15692;6387;5011;3734;4029;1925;57;67;40
1;643348;438856;89396;100220;53375;85229;101394;32012;63;63;34
1;2125557;211678;4816;17258;6744;15494;14641;3381;43;51;35
1;2026853;869897;7617;113519;210181;64748;76426;76076;43;47;46
1;171021;21528;6925;931;6420;6047;3549;896;51;38;83
1;1179819;53308;10903;8861;11299;4616;1775;2223;43;37;-1
1;1244164;123901;41653;21504;11911;26649;25458;13491;53;48;54
1;1774277;334895;49831;66683;64261;104431;44109;14552;66;54;46
1;483480;31246;5840;6124;29560;7666;5762;6249;66;51;33
1;375642;267101;67479;17686;35341;10354;28858;6451;56;51;-1
1;689072;88059;92221;58605;33796;17337;35418;4705;50;60;42
1;188147;93228;2134;9343;9976;4419;10682;2946;29;53;43
1;1333398;348390;120546;111903;68009;57280;28833;17447;23;63;51
1;54627;96868;18362;17552;12052;11625;12733;5152;35;63;49
1;1000283;137123;133577;163157;21312;50287;70188;19245;40;66;42
1;24691;7053;11024;4761;1501;1370;924;1477;43;88;-1
1;624531;122340;38461;64003;18860;41120;47439;9788;50;88;57
1;93633;23308;4754;4641;1729;1865;1735;966;47;90;40
1;610626;105865;17133;29918;12617;14533;13753;11012;44;78;-1
1;600473;12838;2867;7602;3315;11050;7929;2264;67;66;-1
1;344205;348158;45141;23684;10099;28429;16309;2449;56;57;-1
1;2108309;240228;167193;82850;31345;8017;24428;5620;43;64;71
1;96380;61347;4202;3228;11179;1545;740;339;24;54;-1
1;465155;55524;7742;17168;7149;2959;5781;3074;1;54;59
1;2224714;297801;27995;38936;36609;30087;14211;11776;1;54;-1
1;942043;81802;48817;34109;16965;4522;16725;3078;3;54;-1
1;118840;8938;15857;1630;3104;1317;1992;2592;13;75;45
1;507329;330498;127865;27871;21025;49610;60875;14491;26;77;76
1;736125;14675;13555;8302;4386;2182;2931;816;23;90;96
1;544681;367273;137921;49941;25735;50023;47807;4694;37;83;47
1;1712522;97784;10065;2043;2421;6173;5149;4730;38;63;-1
1;823313;405164;281121;253366;22543;47818;64277;13208;27;74;-1
1;1214004;136554;2652;30213;7061;13598;15304;6541;30;61;40
1;414109;93503;13888;8320;8273;3434;3777;5547;17;54;56
1;321458;173583;34113;26126;11844;22663;24971;5790;24;63;91
1;649490;77916;8566;9993;4923;3419;3711;1138;21;50;-1
1;75306;24299;9246;5141;6775;1930;3150;1801;16;54;42
1;816411;158097;33657;32460;16951;22358;13662;4574;30;60;-1
1;1509890;267285;70819;130160;23695;49337;16059;15228;30;64;-1
1;950376;111488;59111;46190;20888;3751;8539;6437;23;74;-1
1;1256062;152610;53150;45149;38708;46696;18407;7659;37;74;54
1;1712790;256854;44233;54200;47567;20560;39969;12223;30;70;-1
1;98706;48724;6089;11009;6195;3377;9036;2083;23;66;-1
1;563524;71769;7749;4042;9807;2702;2800;2625;29;53;62
1;191193;26399;7450;14617;5487;6594;3405;1078;26;56;-1
1;283215;26039;39107;25246;18221;16224;11106;7293;38;66;-1
1;62039;18271;8200;12786;4089;3591;1947;590;47;75;-1
1;1835111;297628;173445;45338;39120;15181;34244;30993;44;87;64
1;154308;12630;4587;2663;5905;3201;2336;946;48;83;39
1;316039;20625;5978;4912;3395;4805;3791;1562;44;75;-1
1;776799;55799;11815;8534;7537;7838;8503;2312;47;64;-1
1;2633;9848;2571;9277;2393;8560;4208;691;77;63;-1
1;16973;2519;966;8390;2678;6792;2497;1685;91;70;-1
1;722534;28680;28172;2551;6264;3254;3732;3251;80;78;-1
1;2085756;39018;64080;27781;24770;9663;12783;4690;77;90;86
1;1528516;281556;22951;31943;12517;18435;20214;4224;53;81;43
1;344835;177417;2919;42925;2800;11627;13139;4251;24;70;-1
1;861544;809883;225882;15750;41744;56125;43544;12804;24;63;31
1;1038580;113437;6841;25300;8217;9711;21711;7834;23;48;-1
1;1502150;258709;102886;47866;16889;26745;34041;19126;24;56;-1
1;1189227;1120705;294083;131022;52195;34380;48797;47939;16;60;55
1;37260;8547;3476;1267;520;532;215;215;14;64;-1
1;508795;65279;45828;46899;8744;49710;15613;7820;34;74;51
1;19139;7081;8151;3603;1578;3125;1400;760;43;78;-1
1;264826;254363;120042;26578;36446;32889;13350;8104;57;81;-1
1;76916;12653;1232;3396;4123;1926;878;136;69;75;-1
1;856237;152708;10045;31884;12710;20029;10689;8189;56;66;-1
1;1423618;70325;10578;14551;3047;34290;15125;2658;66;54;49
1;333237;256466;47037;7085;5431;2844;4752;5221;47;48;106
1;104581;76051;16649;6730;4474;4106;2572;3095;40;48;-1
1;64919;73282;5516;9156;6511;4136;2145;2406;35;47;-1
1;64213;18220;9441;9652;4355;5081;3239;1387;24;54;-1
1;185351;29601;39348;15131;16730;17229;7443;3502;54;67;-1
1;12608;7051;651;1834;1010;479;518;216;56;66;61
1;167275;40856;12332;3103;18424;4671;2550;1232;61;69;-1
1;5984;6921;1087;5514;1472;2517;1150;435;64;66;-1
1;107443;10449;5632;13650;2699;1031;2080;1117;48;70;-1
1;624536;71575;4307;8975;13813;10330;8631;2364;56;64;-1
1;53659;45660;48680;19606;10310;15903;10737;3281;61;77;-1
1;160450;30590;14256;2114;875;3326;6433;2861;53;75;69
1;994793;455432;57470;7886;19595;38055;22908;8660;60;54;116
1;102041;4278;2532;2978;327;858;407;223;56;70;-1
1;1837;15140;4748;5097;2386;1285;1698;882;47;64;-1
1;25113;6548;8528;7075;2771;3571;1483;1150;54;74;-1
1;30171;46616;1606;2802;3623;4626;1928;1664;56;69;-1
1;188919;15524;494;1894;1394;1400;577;142;54;53;-1
1;464168;198767;15131;15383;33540;13870;15713;4112;56;41;48
1;127649;11912;17517;3661;10293;3951;1439;985;53;38;102
1;502277;42756;10312;28739;13639;11337;15817;6669;57;53;-1
1;5792;3819;2164;2944;1991;1819;948;1929;67;66;-1
1;322942;41980;11362;5279;23633;11655;14115;5338;80;70;-1
1;1697;5926;5169;2460;2700;2283;1531;411;83;69;-1
1;470245;27931;18580;31545;15983;7274;13717;6050;78;75;-1
1;140284;97176;6085;9906;3850;11042;3123;1656;70;63;80
1;1318747;521509;83552;114649;37174;29694;24851;7932;56;66;-1
1;15874;8576;2960;17446;2150;957;1713;185;40;74;-1
1;222136;39637;52634;25921;51934;8992;10153;1572;38;70;-1
1;54690;14507;8651;12237;2881;3765;1844;2487;38;88;-1
1;1441593;610285;10861;25236;14474;23094;11555;12083;37;74;42
1;293782;47853;11628;1899;4635;1783;976;1570;37;56;-1
1;9822;23611;13371;18263;5902;1744;1089;2291;26;60;-1
1;77533;6712;16289;7796;21993;2451;2340;1076;23;56;-1
1;163260;20646;1973;13184;6857;5320;1351;861;38;74;-1
1;3833;15329;9696;6513;6510;2812;1312;504;48;80;-1
1;21281;5706;11229;6596;2887;2189;858;420;60;84;-1
1;2131646;273644;3905;10048;13208;12234;10642;6437;53;61;-1
1;98263;70189;41060;13929;6542;19660;7457;2878;53;64;58
1;1202971;390264;86858;176283;79281;24616;35929;7060;47;63;69
1;719103;246553;31365;17656;7296;18907;6769;3793;41;44;83
1;27920;9947;6541;2743;4881;5895;3170;590;61;63;-1
1;9709;12395;14666;4784;4253;3806;1976;1536;57;67;-1
1;21301;38879;28624;10441;3239;2731;3019;511;56;70;61
1;33761;21210;13197;6799;18970;3179;3092;674;60;81;77
1;87688;21160;8957;2046;2009;1338;656;288;40;81;66
1;17046;23488;4753;17082;6699;2078;1755;1341;29;77;95
1;48826;96011;2010;5897;14056;4574;1883;527;34;56;-1
1;7478;6537;11941;5190;9780;5099;1055;820;43;61;-1
1;387990;124836;101587;35279;10186;19284;15603;13880;50;66;76
1;69197;8969;7136;4848;2437;2956;746;535;60;67;86
1;5908;16807;3570;15232;5795;2762;1014;441;64;88;-1
1;15142;6991;6457;11193;1682;2324;509;843;57;93;-1
1;221175;987486;36798;36851;59184;45551;19036;5930;51;70;98
1;61494;12982;4249;2433;3795;1845;1667;245;48;64;-1
1;33393;6156;5942;3125;802;1378;919;846;50;66;-1
1;24226;19024;13990;12884;5951;3745;2043;568;48;61;57
1;1112939;71796;32055;11481;22332;7011;12019;3133;51;78;-1
1;194687;48908;2116;10063;6557;6727;2874;1264;53;70;-1
1;210749;54733;33477;3545;2814;8423;4006;3648;53;66;55
1;137410;14674;1541;1789;2254;1459;1813;665;53;54;-1
1;4267;3344;6383;2855;2943;1819;703;1208;63;63;-1
1;31064;18780;23011;16055;3342;13705;6540;941;69;78;32
1;1378761;261312;25241;14266;10732;15022;9569;1671;63;66;91
1;597680;426551;109908;12369;21251;21297;20172;5828;54;67;44
1;763997;23967;16460;4291;11660;2529;5267;2224;47;61;62
1;148052;36543;18951;2714;8965;4803;5657;2038;35;54;48
1;209155;57318;3355;9247;4075;5716;4543;4467;41;56;37
1;1436591;74372;469183;34543;57886;32960;19220;18337;47;78;-1
1;232285;38118;2469;1853;3748;3536;2229;499;50;63;37
1;235088;18094;3196;7769;2352;2284;2931;2782;48;64;-1
1;124124;64480;3437;16227;3060;7544;5316;2664;50;66;-1
1;359672;92656;18233;14593;16133;10540;3956;2585;53;48;49
1;395910;139407;32434;31617;28854;45234;15851;10796;63;56;65
1;9409;3076;7931;6214;6594;12226;3005;1837;83;60;-1
1;3627;7975;3905;16408;3308;5801;3629;3347;93;70;-1
1;265999;69959;25895;26664;16689;11034;7973;4630;93;77;-1
1;151131;99310;21716;37272;4341;4285;4979;2063;74;81;67
1;921118;68581;79648;23638;41597;17768;24851;9661;54;83;-1
1;108827;35511;2785;5139;3579;3381;1805;391;44;67;36
1;1225870;111317;34872;39866;31115;24422;68640;20387;48;66;-1
1;180009;20098;1399;1013;5866;1701;1108;377;60;51;-1
1;77019;33994;2180;10072;5147;6842;5491;4198;63;43;-1
1;70744;8556;4248;1252;2482;1005;1256;369;61;50;-1
1;2319999;471816;99467;54103;20052;71526;31120;20044;61;47;-1
1;217637;22953;8702;4135;5550;4633;6472;4575;66;56;-1
1;922471;107889;2188;54112;20544;13488;9204;8319;60;60;-1
1;314196;41420;7188;9526;4914;12685;26441;5579;69;56;-1
1;955902;317775;66644;18717;6537;9511;5825;4959;54;56;-1
1;33969;11775;2683;986;1347;877;287;639;44;54;-1
1;1273286;86896;15919;17415;25099;8700;33295;9786;44;51;-1
1;125337;14986;2582;7647;4451;2785;1445;404;37;56;-1
1;90978;16823;4187;7939;7582;3394;2000;842;53;60;-1
1;27011;23529;15329;17057;2370;4134;3975;982;57;70;-1
1;105764;9013;168;8551;5529;2453;1914;2237;63;77;-1
1;11754;14235;9903;8063;5923;2785;1727;1091;61;80;-1
1;3253;8964;2589;8058;3873;2818;939;489;63;83;-1
1;265591;96307;49302;18313;28028;20661;14436;11114;67;77;58
1;60579;11614;3685;2131;2017;1759;1688;610;64;74;67
1;6251;6995;2488;4217;1881;3505;718;1595;75;70;-1
1;15498;23684;4231;1107;3199;2172;2881;906;67;60;-1
1;95949;9932;2674;8464;5449;1557;1425;579;63;61;-1
1;5309;6351;9182;9555;2840;1866;1687;1596;61;77;-1
1;15263;8294;18226;6661;1878;2531;3107;1194;48;87;-1
1;7465;4560;2094;3861;2889;1722;1265;921;54;96;-1
1;2399;13651;3935;4109;4231;3232;754;562;61;93;-1
1;813198;35715;23046;46772;27157;6840;4202;1928;61;88;-1
1;11726;3425;17873;7229;4255;2047;1313;688;61;90;-1
1;3191;4815;250;7786;567;2254;1700;1328;63;94;-1
1;294380;111484;64238;62164;91898;14185;7487;7509;53;97;37
1;2022083;125573;57211;14067;22561;14108;6284;3889;53;93;-1
1;27868;22313;3470;6175;5915;2248;1353;780;51;75;-1
1;3277;4885;1379;5505;3183;1911;873;762;51;70;-1
1;34400;12181;1803;8463;1945;5195;2743;1094;66;70;-1
1;330691;129327;52211;27696;16135;44137;30498;6224;78;69;-1
1;173077;53306;10819;20752;5525;5663;5807;2653;78;74;-1
1;6845;3499;1403;4184;1779;2929;2007;497;84;74;-1
1;98093;15291;6897;10743;3382;4333;1618;1699;77;77;56
1;727697;138082;43519;28180;18869;16315;6040;7536;66;77;-1
1;70104;9312;1088;477;1219;674;197;240;64;64;41
1;140768;32001;5457;2934;3354;2136;1954;735;47;57;-1
1;1172;14530;8949;7157;3507;1799;1741;1045;40;57;-1
1;279808;54441;959;6787;5251;12717;11065;2630;48;47;-1
1;8192;10254;3269;4880;1642;2931;830;940;57;57;-1
1;6633;10341;10739;4466;1420;2757;2167;389;63;70;-1
1;109376;102012;20162;9857;18358;16158;6344;2833;69;57;-1
1;152061;10381;7658;14038;6471;2342;2076;597;60;78;43
1;4015;8030;4866;8053;2179;2534;3901;1987;56;83;-1
1;677165;36403;26982;4799;8481;4829;2640;1532;53;80;-1
1;7473;6275;4722;4214;7591;1794;1644;451;53;88;-1
1;47936;73763;10795;2889;7549;2054;1913;569;43;70;50
1;13321;15674;5749;3624;2665;5056;2139;1108;48;64;-1
1;7714;14058;2152;4947;1674;4486;844;751;60;60;-1
1;21175;19233;13832;14993;5172;5747;1233;1152;60;64;-1
1;124294;27871;12646;5776;6768;9098;1472;940;80;70;-1
1;254223;86297;36951;60784;29363;11653;6467;3195;67;77;-1
1;5099;12702;6925;10087;1170;6363;1851;1290;67;84;-1
1;68428;13910;3470;713;938;1549;863;253;64;74;51
1;15814;8283;4116;4127;5530;3963;1032;888;66;75;-1
1;3202;8287;2863;6622;13715;4866;2055;376;81;67;-1
1;7283;16836;2626;19285;3989;4352;1946;1060;77;67;-1
1;157731;20829;11022;3753;2219;2759;4272;1399;74;75;-1
1;1773332;159333;103847;89832;45521;21888;39493;17701;60;80;-1
1;1399093;694322;30519;84971;27437;48319;30943;16076;44;74;-1
1;33102;5854;1609;842;3343;1690;462;536;50;61;66
1;48498;22416;6205;6259;4008;6984;2357;2295;60;57;-1
1;2462;7982;20026;7353;8437;4552;2300;537;66;61;-1
1;7944;9369;4741;9880;4423;3280;1895;3019;75;75;-1
1;760614;57749;10432;64580;35412;7557;8394;3075;61;87;38
1;98941;201114;13632;11444;8725;9363;3399;1690;48;77;39
1;128167;89756;5818;17462;5498;2928;2004;809;30;61;-1
1;104670;166626;30984;9055;23560;7065;2817;1037;17;50;46
1;16635;18080;3481;3402;9230;3424;1002;1014;27;38;-1
1;2640;4217;12165;2318;3813;7465;945;274;50;56;-1
1;7920;2932;2116;2129;2141;1931;1186;818;74;63;-1
1;59632;31566;833;3355;2319;2267;2607;1478;78;60;-1
1;19275;8346;5585;3065;1950;2513;3391;1068;78;69;-1
1;7165;5910;21663;7450;1597;2402;1679;820;61;80;-1
1;33428;12360;8149;21598;6453;1843;2699;1360;43;87;-1
1;312418;60554;28946;13763;4498;4341;1849;1643;40;100;54
1;17728;6611;3486;9046;2927;2946;1286;633;40;100;-1
1;68354;15977;6902;12331;5366;2708;1196;702;41;93;-1
1;166861;40451;264;1113;2734;8537;2057;2635;56;57;50
1;24764;7459;5012;9009;11395;3335;4256;1408;69;60;-1
1;157336;21083;2337;3661;6194;7994;2072;1090;77;44;-1
1;557972;51347;20478;43016;12568;10741;5241;3928;78;44;-1
1;347045;413340;3734;9111;23965;10186;5648;3827;56;44;63
1;6877;15417;8957;6729;3745;2869;613;950;50;47;-1
1;130461;27328;2561;2172;4683;1632;942;594;30;44;-1
1;8326;12472;2066;8855;4445;4156;1323;1004;40;40;54
1;266060;34806;2000;1564;4404;936;705;185;40;50;-1
1;174432;21136;5723;5805;1024;4309;1966;723;44;44;-1
1;9329;5121;5963;2530;3237;2594;1385;456;57;61;50
1;749935;106048;22983;76555;25595;15258;11955;14374;48;64;-1
1;302439;151759;15175;12350;23213;9404;16819;11527;57;67;-1
1;102800;31272;810;6158;6361;2261;1817;1216;48;60;-1
1;32179;22072;9954;8188;4963;5632;1387;552;47;56;-1
1;16164;9122;7086;16820;4791;2225;4118;1188;44;63;-1
1;75778;9002;5605;4112;2714;1470;3016;1290;47;77;-1
1;44345;39307;15365;7367;6498;2252;4038;3861;41;87;-1
1;19246;13998;18034;6510;3435;1470;2291;1598;27;93;-1
1;36280;6168;5699;5616;7854;2731;3431;1085;37;87;-1
1;5413;24540;5147;5420;5646;3633;1253;827;41;78;-1
1;724693;161943;39610;19769;17069;14167;10313;4357;47;74;-1
1;6808;26098;6553;9726;3628;2487;1329;546;51;66;-1
1;17417;17469;2406;4909;5293;2458;873;881;47;60;-1
1;1399333;69457;88403;44207;6530;16542;5764;1478;44;74;-1
1;102462;11479;1663;22288;5320;3752;1790;1274;50;84;44
1;41091;5134;8964;8863;6453;3519;1307;1461;60;91;-1
1;8221;7821;6331;3306;5545;3017;2186;509;64;97;-1
1;17025;4388;634;12521;3567;3514;2687;1597;74;94;-1
1;8123;6900;11442;2389;1915;3398;3018;1361;77;94;-1
1;4859;7866;5396;8107;3548;4817;1855;366;81;93;-1
1;154308;53882;53214;74080;17640;35316;7709;6006;83;97;-1
1;10524;4881;3830;3598;2294;3532;3752;685;87;94;-1
1;109371;25736;30547;18178;2389;3499;2475;1231;74;96;-1
1;26810;26221;19109;11458;1877;3227;1310;1303;60;96;-1
1;434051;52480;56682;37591;55767;13411;21402;6292;53;93;52
1;75574;6751;1462;13769;5304;1913;1581;1034;41;96;-1
1;506;6580;4892;15313;1122;5387;1435;1158;56;97;-1
1;56987;23711;23244;26750;15540;2684;2249;1325;51;100;59
1;30350;16491;17868;22891;13771;11722;5267;1256;60;100;104
1;533946;48675;7950;17230;6486;5294;1807;1956;56;93;-1
1;85948;50142;7439;4519;4857;6456;2762;1162;50;75;67
1;411152;46822;16966;11923;4519;3308;1696;733;51;67;-1
1;676502;9940;8167;3594;3918;2236;5389;1045;43;64;-1
1;119666;21808;9684;3064;4139;3174;1766;515;47;64;-1
1;19825;35594;9156;16008;10421;4547;2426;1160;43;75;42
1;185556;12865;11881;12104;8672;2113;2801;1972;48;80;51
1;537756;109900;2547;1972;7574;7562;8138;10915;43;53;-1
1;1904151;141253;84818;49941;40366;19915;17063;33431;41;57;52
1;59927;10309;2633;5384;4920;3954;1933;1186;53;56;41
1;66179;30638;13447;3798;4999;6583;3509;1136;61;48;-1
1;1738751;127319;24179;12724;11142;5969;4696;8141;54;66;-1
1;17665;10072;13998;5229;9807;4800;2548;1034;63;67;-1
1;110202;19556;4517;10424;3060;2777;1498;1886;51;69;-1
1;82062;22020;7393;4484;2087;1801;5804;1633;41;70;-1
1;441720;34097;17032;13362;3927;10916;4987;2748;57;78;-1
1;23775;7617;7399;13473;7560;2184;3606;2857;50;83;-1
1;21554;23641;3387;8280;2994;3236;1242;1487;53;78;-1
1;711981;65429;22314;20988;7551;17305;8747;4337;64;78;-1
1;45581;44680;6359;4625;5228;3760;1970;1210;54;67;-1
1;168438;2664;2719;6716;3098;3087;4872;5730;67;67;-1
1;44072;19659;16450;12092;6034;4438;3438;1748;67;75;-1
1;5724;46769;2938;8400;983;1989;3032;1011;51;69;-1
1;143597;4202;3108;9355;5664;3934;3114;913;64;83;42
1;11515;6920;9992;4899;2754;1891;1808;782;53;83;-1
1;20454;26862;10488;11200;11776;7635;3629;1011;57;78;47
1;433353;116923;6402;44206;31190;18569;13891;11759;70;80;-1
1;50952;87164;10516;4717;4271;5864;3898;1946;56;64;72
1;1291603;488897;53148;49870;46182;34877;14628;5954;51;48;-1
1;44680;27283;2352;3256;3437;5675;3490;1152;51;38;45
1;198560;11147;1904;2056;3004;977;327;423;47;38;61
1;15072;34821;9062;13089;6800;3038;2624;2363;47;48;-1
1;15253;4787;5281;2124;2661;3956;3175;300;64;57;-1
